order_id,order_date,brand,category,product_name,units_sold,unit_price,gross_revenue,discount_pct,net_revenue,client_id,client_segment,channel,month,weekday,quarter,price_tier,holiday_season
1017,2023-09-22,Laneige,Skincare,Vitamin C Serum,6.0,78.98,473.88,25.0,355.41,C3882,Low Value,Online,2023-09,Friday,3.0,Premium,0
1018,2023-02-07,Dior,Makeup,Matte Lipstick,1.0,43.775000000000006,43.775000000000006,5.0,43.775000000000006,C2868,New,In-Store,2023-02,Tuesday,1.0,Mid,0
1019,2023-04-04,Charlotte Tilbury,Skincare,Vitamin C Serum,1.0,28.21,28.21,25.0,21.16,C4798,High Value,Online,2023-04,Tuesday,2.0,Mid,0
1020,2023-04-05,Rare Beauty,Makeup,Lip Gloss,2.0,43.775000000000006,87.55000000000001,10.0,87.55000000000001,C3804,Medium Value,In-Store,2023-04,Wednesday,2.0,Mid,0
1021,2023-11-01,,Skincare,Unknown Product,0.0,64.65,0.0,25.0,0.0,C4536,High Value,Online,2023-11,Wednesday,4.0,Premium,1
1022,2023-03-10,Charlotte Tilbury,Fragrance,Unknown Product,0.0,48.77,0.0,20.0,0.0,C1253,,Online,2023-03,Friday,1.0,Mid,0
1023,2023-11-14,Fenty Beauty,Skincare,Hydrating Moisturizer,3.0,59.62,178.86,10.0,160.97,C4279,,In-Store,2023-11,Tuesday,4.0,Premium,1
1024,2023-08-24,Charlotte Tilbury,Haircare,Repair Conditioner,0.0,28.04,0.0,5.0,0.0,C4148,,,2023-08,Thursday,3.0,Mid,0
1025,2023-11-30,Dior,Haircare,Hair Oil,4.0,54.44,217.76,5.0,206.87,C1153,Low Value,,2023-11,Thursday,4.0,Premium,1
1026,2023-05-17,Charlotte Tilbury,Skincare,Gel Cleanser,3.0,22.56,67.68,30.0,47.38,C1578,High Value,,2023-05,Wednesday,2.0,Budget,0
1027,,Dior,Skincare,Vitamin C Serum,2.0,23.81,47.62,20.0,38.1,C4402,Medium Value,Online,NaT,,,Budget,0
1028,2023-02-04,,Skincare,Unknown Product,2.0,69.95,139.9,15.0,118.92,C2755,New,,2023-02,Saturday,1.0,Premium,0
1029,2023-01-01,Sephora Collection,Makeup,Unknown Product,1.0,41.21,41.21,25.0,30.91,C3794,Medium Value,Online,2023-01,Sunday,1.0,Mid,0
1030,2023-10-23,Sephora Collection,Fragrance,Travel Spray,5.0,61.76,308.8,5.0,293.36,C1672,,Online,2023-10,Monday,4.0,Premium,0
1031,2023-11-16,Glow Recipe,Makeup,Cream Blush,4.0,30.99,123.96,25.0,92.97,C4558,High Value,,2023-11,Thursday,4.0,Mid,1
1032,2023-03-01,Sephora Collection,Skincare,Unknown Product,1.0,47.73,47.73,25.0,35.8,C2076,,In-Store,2023-03,Wednesday,1.0,Mid,0
1033,2023-11-16,Laneige,Skincare,Gel Cleanser,5.0,45.73,228.65,5.0,217.22,,Medium Value,In-Store,2023-11,Thursday,4.0,Mid,1
1034,,Charlotte Tilbury,Haircare,Unknown Product,0.0,40.23,0.0,,0.0,C2329,High Value,,NaT,,,Mid,0
1035,,,Makeup,Volumizing Mascara,5.0,48.67,243.35,15.0,206.85,C3497,Medium Value,Online,NaT,,,Mid,0
1036,2023-09-24,Dior,Haircare,Hair Oil,6.0,47.07,282.42,5.0,268.3,C2859,Medium Value,Online,2023-09,Sunday,3.0,Mid,0
1037,2023-12-27,,Haircare,Unknown Product,5.0,49.86,249.3,25.0,186.98,C4540,Low Value,,2023-12,Wednesday,4.0,Mid,1
1038,2023-08-17,,Fragrance,Travel Spray,4.0,39.44,157.76,30.0,110.43,C4556,Low Value,,2023-08,Thursday,3.0,Mid,0
1039,2023-09-27,,Makeup,Highlighter Palette,2.0,31.98,63.96,0.0,63.96,C1792,High Value,Online,2023-09,Wednesday,3.0,Mid,0
1040,2023-11-12,Fenty Beauty,Makeup,Liquid Foundation,4.0,20.79,83.16,30.0,58.21,C3696,High Value,Online,2023-11,Sunday,4.0,Budget,1
1041,2023-10-13,Laneige,Haircare,Scalp Scrub,0.0,24.14,0.0,5.0,0.0,C2340,New,Online,2023-10,Friday,4.0,Budget,0
1042,2023-10-18,Rare Beauty,Skincare,SPF 50 Sunscreen,5.0,30.18,150.9,25.0,113.18,C2654,Medium Value,Online,2023-10,Wednesday,4.0,Mid,0
1043,2023-08-01,Fenty Beauty,Fragrance,Rollerball Perfume,6.0,43.775000000000006,262.65000000000003,20.0,262.65000000000003,C4638,Medium Value,Online,2023-08,Tuesday,3.0,Mid,0
1044,2023-06-14,Glow Recipe,Skincare,Unknown Product,5.0,49.24,246.2,25.0,184.65,C2045,New,Online,2023-06,Wednesday,2.0,Mid,0
1045,2023-01-05,Rare Beauty,Makeup,Volumizing Mascara,0.0,43.775000000000006,0.0,5.0,0.0,C4785,Medium Value,Online,2023-01,Thursday,1.0,Mid,0
1046,2023-12-05,Dior,Haircare,Unknown Product,2.0,31.93,63.86,15.0,54.28,C1577,High Value,Online,2023-12,Tuesday,4.0,Mid,1
1047,2023-03-19,Glow Recipe,Skincare,Unknown Product,6.0,76.57,459.42,0.0,459.42,C2686,Medium Value,In-Store,2023-03,Sunday,1.0,Premium,0
1048,2023-03-03,Charlotte Tilbury,Haircare,Repair Shampoo,0.0,41.83,0.0,20.0,0.0,C4962,Medium Value,Online,2023-03,Friday,1.0,Mid,0
1049,2023-05-12,Sephora Collection,Makeup,Setting Powder,3.0,42.16,126.48,10.0,113.83,C2331,New,,2023-05,Friday,2.0,Mid,0
1050,2023-03-30,Laneige,Makeup,Highlighter Palette,4.0,22.4,89.6,30.0,62.72,C4030,New,,2023-03,Thursday,1.0,Budget,0
1051,2023-08-25,Fenty Beauty,Makeup,Volumizing Mascara,4.0,45.17,180.68,20.0,144.54,C3372,,,2023-08,Friday,3.0,Mid,0
1052,2023-02-11,Laneige,Fragrance,Body Mist,3.0,90.77,272.31,5.0,258.69,C1866,Low Value,Online,2023-02,Saturday,1.0,Premium,0
1053,2023-03-30,Dior,Skincare,Vitamin C Serum,1.0,24.41,24.41,15.0,20.75,C1216,,,2023-03,Thursday,1.0,Budget,0
1054,2023-10-23,Fenty Beauty,Makeup,Unknown Product,3.0,43.775000000000006,131.32500000000002,15.0,131.32500000000002,C2130,Low Value,Online,2023-10,Monday,4.0,Mid,0
1055,2023-11-24,Glow Recipe,Skincare,SPF 50 Sunscreen,5.0,63.11,315.55,25.0,236.66,C3018,High Value,,2023-11,Friday,4.0,Premium,1
1056,2023-10-22,Sephora Collection,Makeup,Unknown Product,1.0,40.23,40.23,5.0,38.22,C4503,High Value,In-Store,2023-10,Sunday,4.0,Mid,0
1057,2023-04-14,Laneige,Haircare,Hair Oil,1.0,49.94,49.94,15.0,42.45,C2922,,In-Store,2023-04,Friday,2.0,Mid,0
1058,2023-01-14,Fenty Beauty,Fragrance,Rollerball Perfume,1.0,86.53,86.53,5.0,82.2,C4389,Medium Value,In-Store,2023-01,Saturday,1.0,Premium,0
1059,2023-10-15,Dior,Fragrance,Eau de Parfum,5.0,85.76,428.8,10.0,385.92,C4967,Medium Value,In-Store,2023-10,Sunday,4.0,Premium,0
1060,2023-06-28,Glow Recipe,Skincare,Overnight Face Mask,1.0,74.59,74.59,5.0,70.86,C4037,Low Value,Online,2023-06,Wednesday,2.0,Premium,0
1061,2023-05-05,Sephora Collection,Makeup,Setting Powder,3.0,28.31,84.93,0.0,84.93,C3724,Low Value,In-Store,2023-05,Friday,2.0,Mid,0
1062,2023-12-19,Charlotte Tilbury,Skincare,Hydrating Moisturizer,3.0,59.01,177.03,30.0,123.92,C4690,Low Value,,2023-12,Tuesday,4.0,Premium,1
1063,2023-01-23,Charlotte Tilbury,Makeup,Lip Gloss,1.0,40.87,40.87,,40.87,C3693,High Value,In-Store,2023-01,Monday,1.0,Mid,0
1064,2023-03-04,Sephora Collection,Skincare,Hydrating Moisturizer,2.0,40.19,80.38,15.0,68.32,C2287,Medium Value,,2023-03,Saturday,1.0,Mid,0
1065,2023-05-23,Dior,Haircare,Scalp Scrub,6.0,39.05,234.3,5.0,222.59,C4292,Low Value,In-Store,2023-05,Tuesday,2.0,Mid,0
1066,2023-06-02,Sephora Collection,Skincare,Niacinamide Toner,2.0,43.79,87.58,5.0,83.2,C4466,Low Value,Online,2023-06,Friday,2.0,Mid,0
1067,2023-05-25,Dior,Skincare,Niacinamide Toner,6.0,24.49,146.94,15.0,124.9,C3978,Medium Value,In-Store,2023-05,Thursday,2.0,Budget,0
1068,2023-08-13,,Makeup,Cream Blush,1.0,40.7,40.7,,40.7,C3024,Medium Value,,2023-08,Sunday,3.0,Mid,0
1069,2023-11-05,Charlotte Tilbury,Makeup,Volumizing Mascara,4.0,37.08,148.32,10.0,133.49,C4430,,In-Store,2023-11,Sunday,4.0,Mid,1
1070,2023-04-14,Glow Recipe,Skincare,Vitamin C Serum,3.0,43.76,131.28,30.0,91.9,C4049,New,,2023-04,Friday,2.0,Mid,0
1071,2023-04-14,Glow Recipe,Fragrance,Rollerball Perfume,4.0,126.38,505.52,0.0,505.52,C3752,Medium Value,Online,2023-04,Friday,2.0,Luxury,0
1072,2023-02-08,Fenty Beauty,Makeup,Liquid Foundation,4.0,51.5,206.0,5.0,195.7,,Medium Value,In-Store,2023-02,Wednesday,1.0,Premium,0
1073,2023-07-17,Glow Recipe,Fragrance,Rollerball Perfume,1.0,35.92,35.92,10.0,32.33,C1560,New,Online,2023-07,Monday,3.0,Mid,0
1074,2023-05-14,Charlotte Tilbury,Skincare,Hydrating Moisturizer,4.0,25.05,100.2,,100.2,C2893,New,,2023-05,Sunday,2.0,Mid,0
1075,2023-03-08,,Fragrance,Unknown Product,3.0,34.51,103.53,25.0,77.65,C1080,High Value,,2023-03,Wednesday,1.0,Mid,0
1076,2023-06-28,Dior,Haircare,Hair Oil,1.0,39.77,39.77,,39.77,C1467,High Value,Online,2023-06,Wednesday,2.0,Mid,0
1077,2023-02-11,Sephora Collection,Makeup,Liquid Foundation,6.0,30.17,181.02,15.0,153.87,C1672,Medium Value,,2023-02,Saturday,1.0,Mid,0
1078,2023-01-15,Charlotte Tilbury,Skincare,SPF 50 Sunscreen,0.0,40.28,0.0,30.0,0.0,C1463,Low Value,In-Store,2023-01,Sunday,1.0,Mid,0
1079,2023-04-21,Fenty Beauty,Haircare,Repair Conditioner,4.0,19.95,79.8,5.0,75.81,C3732,High Value,In-Store,2023-04,Friday,2.0,Budget,0
1080,2023-06-06,Dior,Fragrance,Unknown Product,4.0,63.46,253.84,10.0,228.46,C1658,Low Value,,2023-06,Tuesday,2.0,Premium,0
1081,2023-10-16,Laneige,Fragrance,Rollerball Perfume,2.0,137.25,274.5,20.0,219.6,C1094,High Value,,2023-10,Monday,4.0,Luxury,0
1082,2023-08-19,Rare Beauty,Makeup,Highlighter Palette,4.0,49.35,197.4,,197.4,C2756,High Value,,2023-08,Saturday,3.0,Mid,0
1083,2023-06-06,Charlotte Tilbury,Skincare,Gel Cleanser,5.0,25.97,129.85,,129.85,C1509,,In-Store,2023-06,Tuesday,2.0,Mid,0
1084,2023-02-07,Charlotte Tilbury,Haircare,Unknown Product,3.0,54.29,162.87,10.0,146.58,C2693,Medium Value,,2023-02,Tuesday,1.0,Premium,0
1085,2023-04-07,Glow Recipe,Makeup,Cream Blush,0.0,43.775000000000006,0.0,20.0,0.0,C2912,New,Online,2023-04,Friday,2.0,Mid,0
1086,2023-10-16,Charlotte Tilbury,Makeup,Unknown Product,5.0,46.91,234.55,0.0,234.55,C3268,Medium Value,,2023-10,Monday,4.0,Mid,0
1087,2023-09-11,,Skincare,Gel Cleanser,2.0,45.2,90.4,10.0,81.36,C3316,,,2023-09,Monday,3.0,Mid,0
1088,2023-07-15,,Makeup,Lip Gloss,1.0,52.74,52.74,5.0,50.1,C3973,,,2023-07,Saturday,3.0,Premium,0
1089,2023-03-27,Fenty Beauty,Makeup,Highlighter Palette,3.0,58.25,174.75,30.0,122.32,C4407,Medium Value,,2023-03,Monday,1.0,Premium,0
1090,2023-11-18,Sephora Collection,Haircare,Repair Shampoo,2.0,44.15,88.3,20.0,70.64,C2897,Medium Value,Online,2023-11,Saturday,4.0,Mid,1
1092,2023-01-05,Glow Recipe,Makeup,Lip Gloss,1.0,16.79,16.79,20.0,13.43,C3637,High Value,Online,2023-01,Thursday,1.0,Budget,0
1093,2023-05-03,Dior,Skincare,Niacinamide Toner,2.0,50.37,100.74,30.0,70.52,C3949,Low Value,Online,2023-05,Wednesday,2.0,Premium,0
1094,2023-11-26,Glow Recipe,Makeup,Highlighter Palette,4.0,52.88,211.52,25.0,158.64,C1969,,Online,2023-11,Sunday,4.0,Premium,1
1095,2023-12-19,Laneige,Makeup,Setting Powder,4.0,24.61,98.44,0.0,98.44,C1060,,,2023-12,Tuesday,4.0,Budget,1
1096,2023-04-28,,Haircare,Repair Conditioner,3.0,39.05,117.15,15.0,99.58,C2513,New,Online,2023-04,Friday,2.0,Mid,0
1097,2023-10-21,Charlotte Tilbury,Haircare,Scalp Scrub,2.0,18.06,36.12,20.0,28.9,C3903,Low Value,,2023-10,Saturday,4.0,Budget,0
1099,2023-10-30,Dior,Haircare,Scalp Scrub,6.0,32.49,194.94,0.0,194.94,C1228,Medium Value,Online,2023-10,Monday,4.0,Mid,0
1100,2023-08-16,Dior,Haircare,Repair Shampoo,3.0,32.0,96.0,20.0,76.8,C4096,New,,2023-08,Wednesday,3.0,Mid,0
1101,2023-12-31,Charlotte Tilbury,Fragrance,Eau de Parfum,3.0,122.86,368.58,0.0,368.58,C2861,High Value,Online,2023-12,Sunday,4.0,Luxury,1
1102,2023-08-04,Sephora Collection,Skincare,Overnight Face Mask,4.0,71.32,285.28,15.0,242.49,C2203,High Value,In-Store,2023-08,Friday,3.0,Premium,0
1103,2023-07-03,Charlotte Tilbury,Skincare,Vitamin C Serum,1.0,77.87,77.87,0.0,77.87,C1577,Medium Value,,2023-07,Monday,3.0,Premium,0
1104,2023-01-15,Fenty Beauty,Makeup,Volumizing Mascara,2.0,43.775000000000006,87.55000000000001,5.0,87.55000000000001,C4146,Low Value,Online,2023-01,Sunday,1.0,Mid,0
1105,2023-06-06,Charlotte Tilbury,Fragrance,Eau de Parfum,1.0,69.74,69.74,,69.74,C1697,Low Value,,2023-06,Tuesday,2.0,Premium,0
1106,2023-05-16,Rare Beauty,Skincare,Gel Cleanser,3.0,48.14,144.42,15.0,122.76,C3576,High Value,Online,2023-05,Tuesday,2.0,Mid,0
1107,2023-09-18,Fenty Beauty,Fragrance,Unknown Product,3.0,111.97,335.91,5.0,319.11,C1096,Low Value,In-Store,2023-09,Monday,3.0,Luxury,0
1108,2023-06-06,,Haircare,Repair Conditioner,5.0,23.44,117.2,15.0,99.62,C2285,Low Value,,2023-06,Tuesday,2.0,Budget,0
1109,2023-02-16,Dior,Makeup,Volumizing Mascara,5.0,18.74,93.7,5.0,89.02,C4771,New,,2023-02,Thursday,1.0,Budget,0
1110,2023-11-20,Sephora Collection,Haircare,Unknown Product,3.0,29.94,89.82,5.0,85.33,C1835,High Value,,2023-11,Monday,4.0,Mid,1
1112,2023-06-22,Rare Beauty,Skincare,Overnight Face Mask,6.0,48.98,293.88,,293.88,C1426,Low Value,Online,2023-06,Thursday,2.0,Mid,0
1113,2023-05-10,Sephora Collection,Skincare,Vitamin C Serum,1.0,35.39,35.39,20.0,28.31,,High Value,,2023-05,Wednesday,2.0,Mid,0
1114,2023-04-05,Fenty Beauty,Makeup,Lip Gloss,5.0,50.73,253.65,15.0,215.6,C1596,Medium Value,,2023-04,Wednesday,2.0,Premium,0
1115,2023-04-25,Fenty Beauty,Fragrance,Travel Spray,6.0,70.58,423.48,10.0,381.13,C1428,Medium Value,In-Store,2023-04,Tuesday,2.0,Premium,0
1116,2023-08-31,Sephora Collection,Haircare,Hair Oil,1.0,23.58,23.58,10.0,21.22,C3251,Low Value,In-Store,2023-08,Thursday,3.0,Budget,0
1118,2023-10-09,Fenty Beauty,Skincare,SPF 50 Sunscreen,3.0,60.84,182.52,10.0,164.27,C3185,Low Value,Online,2023-10,Monday,4.0,Premium,0
1119,2023-10-26,Dior,Fragrance,Unknown Product,6.0,34.34,206.04,25.0,154.53,C2136,,In-Store,2023-10,Thursday,4.0,Mid,0
1120,2023-10-10,Dior,Makeup,Matte Lipstick,0.0,56.45,0.0,10.0,0.0,C1830,New,,2023-10,Tuesday,4.0,Premium,0
1121,2023-03-10,Charlotte Tilbury,Skincare,SPF 50 Sunscreen,3.0,30.2,90.6,15.0,77.01,C4631,Medium Value,,2023-03,Friday,1.0,Mid,0
1122,2023-05-28,Sephora Collection,Fragrance,Body Mist,6.0,45.14,270.84,30.0,189.59,C1783,Medium Value,Online,2023-05,Sunday,2.0,Mid,0
1123,2023-01-11,Fenty Beauty,Skincare,Hydrating Moisturizer,1.0,44.08,44.08,0.0,44.08,C2616,Medium Value,In-Store,2023-01,Wednesday,1.0,Mid,0
1124,2023-09-11,Dior,Skincare,Unknown Product,4.0,56.4,225.6,0.0,225.6,C4857,Low Value,,2023-09,Monday,3.0,Premium,0
1125,2023-11-26,Sephora Collection,Makeup,Unknown Product,1.0,55.94,55.94,15.0,47.55,C2031,New,,2023-11,Sunday,4.0,Premium,1
1126,,,Makeup,Cream Blush,1.0,19.26,19.26,30.0,13.48,C1234,Medium Value,Online,NaT,,,Budget,0
1128,2023-05-14,Sephora Collection,Makeup,Volumizing Mascara,0.0,31.42,0.0,0.0,0.0,C2339,New,In-Store,2023-05,Sunday,2.0,Mid,0
1129,2023-07-19,Laneige,Makeup,Matte Lipstick,6.0,25.38,152.28,,152.28,C3511,,Online,2023-07,Wednesday,3.0,Mid,0
1130,2023-01-23,,Fragrance,Travel Spray,6.0,37.91,227.46,10.0,204.71,C1890,Medium Value,Online,2023-01,Monday,1.0,Mid,0
1131,2023-10-30,Charlotte Tilbury,Haircare,Unknown Product,2.0,30.66,61.32,5.0,58.25,C2389,New,Online,2023-10,Monday,4.0,Mid,0
1132,2023-12-12,Rare Beauty,Makeup,Matte Lipstick,4.0,54.37,217.48,25.0,163.11,,,Online,2023-12,Tuesday,4.0,Premium,1
1133,2023-10-29,Fenty Beauty,Skincare,Unknown Product,2.0,40.75,81.5,20.0,65.2,C2135,Medium Value,In-Store,2023-10,Sunday,4.0,Mid,0
1135,2023-08-06,Glow Recipe,Makeup,Cream Blush,1.0,26.21,26.21,5.0,24.9,C4545,Medium Value,Online,2023-08,Sunday,3.0,Mid,0
1136,2023-05-21,Dior,Skincare,Gel Cleanser,3.0,43.775000000000006,131.32500000000002,30.0,131.32500000000002,C1389,High Value,,2023-05,Sunday,2.0,Mid,0
1137,2023-04-14,Glow Recipe,Makeup,Liquid Foundation,5.0,50.86,254.3,25.0,190.73,C3303,,,2023-04,Friday,2.0,Premium,0
1138,2023-07-29,Laneige,Haircare,Repair Shampoo,2.0,39.79,79.58,0.0,79.58,C2250,New,In-Store,2023-07,Saturday,3.0,Mid,0
1139,2023-04-21,,Fragrance,Travel Spray,6.0,117.65,705.9,5.0,670.6,C3613,,,2023-04,Friday,2.0,Luxury,0
1140,2023-04-14,Charlotte Tilbury,Makeup,Lip Gloss,3.0,43.775000000000006,131.32500000000002,0.0,131.32500000000002,C2715,High Value,In-Store,2023-04,Friday,2.0,Mid,0
1141,2023-11-12,Sephora Collection,Makeup,Highlighter Palette,2.0,26.12,52.24,15.0,44.4,,New,,2023-11,Sunday,4.0,Mid,1
1142,2023-06-20,,Skincare,Hydrating Moisturizer,0.0,31.03,0.0,15.0,0.0,C3685,Medium Value,In-Store,2023-06,Tuesday,2.0,Mid,0
1143,2023-12-22,Glow Recipe,Haircare,Unknown Product,2.0,43.775000000000006,87.55000000000001,,87.55000000000001,C1166,High Value,Online,2023-12,Friday,4.0,Mid,1
1144,2023-11-20,Glow Recipe,Skincare,Niacinamide Toner,2.0,21.89,43.78,10.0,39.4,C4405,Medium Value,,2023-11,Monday,4.0,Budget,1
1145,2023-05-13,Charlotte Tilbury,Makeup,Highlighter Palette,2.0,38.43,76.86,0.0,76.86,C2746,New,Online,2023-05,Saturday,2.0,Mid,0
1146,2023-10-20,Rare Beauty,Skincare,Hydrating Moisturizer,1.0,38.8,38.8,0.0,38.8,,Medium Value,,2023-10,Friday,4.0,Mid,0
1147,2023-11-24,Dior,Haircare,Repair Conditioner,4.0,48.74,194.96,10.0,175.46,C4644,Low Value,In-Store,2023-11,Friday,4.0,Mid,1
1148,2023-05-07,Glow Recipe,Makeup,Highlighter Palette,4.0,35.12,140.48,15.0,119.41,C4633,High Value,Online,2023-05,Sunday,2.0,Mid,0
1149,2023-04-16,Sephora Collection,Skincare,SPF 50 Sunscreen,3.0,70.17,210.51,5.0,199.98,C4964,Low Value,In-Store,2023-04,Sunday,2.0,Premium,0
1150,2023-04-02,Glow Recipe,Haircare,Repair Conditioner,6.0,33.66,201.96,25.0,151.47,C2663,,Online,2023-04,Sunday,2.0,Mid,0
1151,2023-10-14,Laneige,Makeup,Unknown Product,3.0,59.69,179.07,20.0,143.26,C3754,Low Value,,2023-10,Saturday,4.0,Premium,0
1152,2023-02-20,Charlotte Tilbury,Makeup,Cream Blush,3.0,53.71,161.13,5.0,153.07,C3169,High Value,,2023-02,Monday,1.0,Premium,0
1153,2023-01-29,Fenty Beauty,Skincare,Niacinamide Toner,4.0,64.3,257.2,5.0,244.34,C1574,Medium Value,,2023-01,Sunday,1.0,Premium,0
1154,2023-10-23,,Makeup,Volumizing Mascara,6.0,24.27,145.62,5.0,138.34,C3980,,,2023-10,Monday,4.0,Budget,0
1155,2023-10-24,,Fragrance,Body Mist,0.0,138.37,0.0,,0.0,C2891,,In-Store,2023-10,Tuesday,4.0,Luxury,0
1156,2023-08-02,Rare Beauty,Makeup,Matte Lipstick,0.0,50.36,0.0,20.0,0.0,C1510,High Value,,2023-08,Wednesday,3.0,Premium,0
1157,2023-09-24,Charlotte Tilbury,Makeup,Matte Lipstick,3.0,50.33,150.99,30.0,105.69,C1815,High Value,Online,2023-09,Sunday,3.0,Premium,0
1158,2023-09-14,Glow Recipe,Makeup,Setting Powder,1.0,15.56,15.56,30.0,10.89,C2054,High Value,,2023-09,Thursday,3.0,Budget,0
1159,2023-10-29,Charlotte Tilbury,Makeup,Liquid Foundation,3.0,43.775000000000006,131.32500000000002,25.0,131.32500000000002,C4187,New,In-Store,2023-10,Sunday,4.0,Mid,0
1160,2023-04-11,Sephora Collection,Skincare,Unknown Product,3.0,69.67,209.01,20.0,167.21,C3282,New,Online,2023-04,Tuesday,2.0,Premium,0
1161,2023-12-12,Dior,Skincare,Unknown Product,0.0,27.83,0.0,30.0,0.0,C2727,New,In-Store,2023-12,Tuesday,4.0,Mid,1
1162,2023-04-20,Sephora Collection,Skincare,Niacinamide Toner,6.0,65.34,392.04,30.0,274.43,C1936,High Value,Online,2023-04,Thursday,2.0,Premium,0
1163,2023-07-01,Laneige,Skincare,Gel Cleanser,5.0,21.9,109.5,,109.5,C1307,New,,2023-07,Saturday,3.0,Budget,0
1164,2023-11-09,Rare Beauty,Skincare,Unknown Product,2.0,42.06,84.12,30.0,58.88,C1650,Medium Value,,2023-11,Thursday,4.0,Mid,1
1165,2023-01-01,Dior,Makeup,Volumizing Mascara,5.0,43.775000000000006,218.87500000000003,20.0,218.87500000000003,C2495,Medium Value,,2023-01,Sunday,1.0,Mid,0
1166,2023-11-15,Laneige,Haircare,Scalp Scrub,6.0,37.06,222.36,0.0,222.36,C3219,High Value,Online,2023-11,Wednesday,4.0,Mid,1
1167,2023-02-24,Dior,Skincare,Niacinamide Toner,5.0,77.29,386.45,0.0,386.45,C3949,Medium Value,,2023-02,Friday,1.0,Premium,0
1168,2023-05-29,Fenty Beauty,Fragrance,Rollerball Perfume,4.0,37.74,150.96,,150.96,C3917,Medium Value,Online,2023-05,Monday,2.0,Mid,0
1169,,Glow Recipe,Haircare,Leave-in Treatment,0.0,29.05,0.0,15.0,0.0,C3485,Low Value,,NaT,,,Mid,0
1170,2023-05-17,Rare Beauty,Skincare,Hydrating Moisturizer,5.0,40.09,200.45,25.0,150.34,C1499,,Online,2023-05,Wednesday,2.0,Mid,0
1171,2023-07-21,Sephora Collection,Makeup,Cream Blush,1.0,32.1,32.1,,32.1,C2219,Medium Value,,2023-07,Friday,3.0,Mid,0
1172,2023-11-09,Dior,Fragrance,Body Mist,4.0,46.02,184.08,15.0,156.47,C3046,High Value,,2023-11,Thursday,4.0,Mid,1
1173,2023-04-27,Dior,Fragrance,Unknown Product,4.0,75.39,301.56,0.0,301.56,C2677,High Value,In-Store,2023-04,Thursday,2.0,Premium,0
1174,2023-06-03,Dior,Makeup,Cream Blush,3.0,43.775000000000006,131.32500000000002,25.0,131.32500000000002,C2914,,Online,2023-06,Saturday,2.0,Mid,0
1175,,Fenty Beauty,Makeup,Volumizing Mascara,6.0,16.37,98.22,,98.22,C3058,,Online,NaT,,,Budget,0
1176,2023-03-04,,Haircare,Repair Conditioner,5.0,31.22,156.1,30.0,109.27,C1386,High Value,,2023-03,Saturday,1.0,Mid,0
1177,2023-09-01,Glow Recipe,Skincare,Gel Cleanser,3.0,22.45,67.35,25.0,50.51,C2780,,Online,2023-09,Friday,3.0,Budget,0
1178,2023-01-25,Rare Beauty,Skincare,Niacinamide Toner,6.0,29.14,174.84,20.0,139.87,C3784,New,In-Store,2023-01,Wednesday,1.0,Mid,0
1179,2023-03-31,,Fragrance,Eau de Parfum,3.0,106.35,319.05,0.0,319.05,C4638,,Online,2023-03,Friday,1.0,Luxury,0
1180,2023-03-16,Glow Recipe,Haircare,Hair Oil,3.0,40.36,121.08,25.0,90.81,C1087,New,Online,2023-03,Thursday,1.0,Mid,0
1182,2023-07-29,Glow Recipe,Makeup,Matte Lipstick,3.0,28.9,86.7,15.0,73.7,C2413,New,In-Store,2023-07,Saturday,3.0,Mid,0
1183,2023-12-13,Sephora Collection,Makeup,Setting Powder,3.0,22.7,68.1,0.0,68.1,C4676,Low Value,In-Store,2023-12,Wednesday,4.0,Budget,1
1184,2023-01-17,Charlotte Tilbury,Fragrance,Unknown Product,5.0,48.68,243.4,20.0,194.72,C3517,,Online,2023-01,Tuesday,1.0,Mid,0
1185,2023-05-08,,Makeup,Highlighter Palette,5.0,56.95,284.75,5.0,270.51,C3394,High Value,Online,2023-05,Monday,2.0,Premium,0
1186,,Charlotte Tilbury,Makeup,Setting Powder,2.0,15.81,31.62,5.0,30.04,C4659,High Value,Online,NaT,,,Budget,0
1187,2023-09-08,,Makeup,Volumizing Mascara,6.0,57.35,344.1,10.0,309.69,C1154,New,In-Store,2023-09,Friday,3.0,Premium,0
1189,2023-07-01,Dior,Haircare,Hair Oil,6.0,26.68,160.08,30.0,112.06,C4535,Low Value,In-Store,2023-07,Saturday,3.0,Mid,0
1190,2023-06-01,Dior,Makeup,Unknown Product,1.0,50.41,50.41,10.0,45.37,,,In-Store,2023-06,Thursday,2.0,Premium,0
1192,2023-06-29,Rare Beauty,Fragrance,Eau de Parfum,4.0,43.775000000000006,175.10000000000002,10.0,175.10000000000002,C2583,,Online,2023-06,Thursday,2.0,Mid,0
1193,2023-07-17,Dior,Skincare,Unknown Product,5.0,46.35,231.75,30.0,162.22,C1460,Medium Value,In-Store,2023-07,Monday,3.0,Mid,0
1194,,Charlotte Tilbury,Fragrance,Unknown Product,2.0,81.17,162.34,25.0,121.75,C2513,New,,NaT,,,Premium,0
1195,2023-06-10,Glow Recipe,Fragrance,Unknown Product,1.0,104.63,104.63,0.0,104.63,C1654,,,2023-06,Saturday,2.0,Luxury,0
1196,2023-06-26,Fenty Beauty,Skincare,SPF 50 Sunscreen,2.0,53.77,107.54,30.0,75.28,C1430,High Value,Online,2023-06,Monday,2.0,Premium,0
